transaction_id,transaction_date,client_id,category,status,amount,is_success,is_failed,is_refunded
TXN-000045,2026-04-21,Client_1002,Bills Payment,success,5409.23,True,False,False
TXN-000046,2026-01-18,Client_1007,Bills Payment,success,2573.08,True,False,False
TXN-000047,2026-04-29,Client_1002,Subscription,success,8574.07,True,False,False
TXN-000048,2026-01-13,Client_1001,Retail,success,9693.06,True,False,False
TXN-000049,2026-04-29,Client_1004,Bills Payment,success,4865.45,True,False,False
TXN-000050,2026-04-21,Client_1007,E-commerce,success,121.34,True,False,False
TXN-000051,2026-02-19,Client_1005,Subscription,success,6996.26,True,False,False
TXN-000052,2026-04-04,Client_1009,Subscription,success,3037.41,True,False,False
TXN-000053,2026-01-08,Client_1010,Retail,success,3204.69,True,False,False
TXN-000054,2026-01-07,Client_1010,Subscription,success,8541.93,True,False,False
TXN-000055,2026-01-21,Client_1001,Retail,success,1939.67,True,False,False
TXN-000056,2026-03-18,Client_1002,Bills Payment,success,9421.8,True,False,False
TXN-000057,2026-03-14,Client_1004,Retail,success,6231.88,True,False,False
TXN-000058,2026-02-23,Client_1010,Retail,success,9353.59,True,False,False
TXN-000059,2026-01-27,Client_1006,Bills Payment,success,1395.69,True,False,False
TXN-000060,2026-03-24,Client_1005,Subscription,success,7543.46,True,False,False
TXN-000061,2026-01-10,Client_1001,Subscription,success,5673.64,True,False,False
TXN-000062,2026-01-13,Client_1002,Retail,success,2725.48,True,False,False
TXN-000063,2026-04-30,Client_1006,E-commerce,success,3758.32,True,False,False
TXN-000064,2026-01-21,Client_1008,Retail,success,6155.61,True,False,False
TXN-000065,2026-04-14,Client_1009,E-commerce,success,5590.56,True,False,False
TXN-000066,2026-04-30,Client_1002,Bills Payment,success,8908.16,True,False,False
TXN-000067,2026-04-06,Client_1009,Bills Payment,success,6087.82,True,False,False
TXN-000068,2026-04-02,Client_1006,Bills Payment,success,8543.84,True,False,False
TXN-000069,2026-03-06,Client_1008,Bank Transfer,failed,8476.43,False,True,False
TXN-000070,2026-01-12,Client_1007,Bank Transfer,success,3402.21,True,False,False
TXN-000071,2026-01-17,Client_1005,Bills Payment,success,5561.64,True,False,False
TXN-000072,2026-02-24,Client_1009,E-commerce,success,9456.0,True,False,False
TXN-000073,2026-03-30,Client_1003,Retail,success,3755.24,True,False,False
TXN-000074,2026-03-12,Client_1003,Subscription,success,3151.76,True,False,False
TXN-000075,2026-04-26,Client_1001,Bank Transfer,success,2570.34,True,False,False
TXN-000076,2026-01-14,Client_1006,Retail,failed,4123.14,False,True,False
TXN-000077,2026-03-21,Client_1003,Bills Payment,success,9764.44,True,False,False
TXN-000078,2026-04-14,Client_1003,Subscription,success,7391.99,True,False,False
TXN-000079,2026-02-12,Client_1007,Bills Payment,success,7895.01,True,False,False
TXN-000080,2026-01-14,Client_1007,E-commerce,success,2302.09,True,False,False
TXN-000081,2026-04-15,Client_1008,Bank Transfer,success,7973.92,True,False,False
TXN-000082,2026-01-30,Client_1004,E-commerce,success,4044.81,True,False,False
TXN-000083,2026-02-05,Client_1002,Bank Transfer,success,5143.12,True,False,False
TXN-000084,2026-03-28,Client_1009,Bank Transfer,failed,1241.88,False,True,False
TXN-000085,2026-02-03,Client_1003,Retail,refunded,2728.12,False,False,True
TXN-000086,2026-01-14,Client_1010,Subscription,success,7885.64,True,False,False
TXN-000087,2026-02-25,Client_1010,Retail,success,9005.1,True,False,False
TXN-000088,2026-01-25,Client_1005,E-commerce,success,116.74,True,False,False
TXN-000089,2026-04-29,Client_1009,Bills Payment,success,792.74,True,False,False
TXN-000090,2026-03-27,Client_1006,Retail,success,8495.35,True,False,False
TXN-000091,2026-04-03,Client_1005,Retail,success,4143.09,True,False,False
TXN-000092,2026-02-21,Client_1005,Retail,success,4262.42,True,False,False
TXN-000093,2026-02-18,Client_1003,Retail,success,4120.14,True,False,False
TXN-000094,2026-04-17,Client_1001,Bank Transfer,success,4355.89,True,False,False
TXN-000095,2026-03-16,Client_1010,Bank Transfer,success,4477.38,True,False,False
TXN-000096,2026-01-28,Client_1009,Subscription,success,9602.34,True,False,False
TXN-000097,2026-04-05,Client_1003,E-commerce,success,6672.15,True,False,False
TXN-000098,2026-03-21,Client_1006,E-commerce,success,7536.27,True,False,False
TXN-000099,2026-03-28,Client_1005,Bills Payment,success,1558.8,True,False,False
TXN-000100,2026-01-06,Client_1004,Subscription,success,7708.04,True,False,False
TXN-000101,2026-02-28,Client_1007,Retail,success,6993.91,True,False,False
TXN-000102,2026-03-05,Client_1007,Bills Payment,success,6907.46,True,False,False
TXN-000103,2026-04-25,Client_1002,Subscription,success,8060.69,True,False,False
TXN-000104,2026-03-31,Client_1009,Subscription,success,2567.06,True,False,False
TXN-000105,2026-04-19,Client_1002,Subscription,success,4699.97,True,False,False
TXN-000106,2026-03-09,Client_1009,Retail,success,7576.98,True,False,False
TXN-000107,2026-02-26,Client_1010,Retail,success,9077.86,True,False,False
TXN-000108,2026-02-27,Client_1003,Subscription,success,7542.59,True,False,False
TXN-000109,2026-04-18,Client_1005,Retail,success,2468.53,True,False,False
TXN-000110,2026-02-26,Client_1002,Bank Transfer,success,3424.89,True,False,False
TXN-000111,2026-04-25,Client_1009,E-commerce,success,2389.49,True,False,False
TXN-000112,2026-03-30,Client_1003,Bills Payment,success,4135.23,True,False,False
TXN-000113,2026-03-11,Client_1008,Subscription,success,8345.62,True,False,False
TXN-000114,2026-02-19,Client_1010,E-commerce,success,7679.39,True,False,False
TXN-000115,2026-02-18,Client_1008,E-commerce,failed,3056.27,False,True,False
TXN-000116,2026-02-19,Client_1007,Retail,success,5506.71,True,False,False
TXN-000117,2026-03-19,Client_1004,Subscription,success,4414.78,True,False,False
TXN-000118,2026-01-04,Client_1007,Bank Transfer,success,8001.61,True,False,False
TXN-000119,2026-04-03,Client_1003,Subscription,failed,9809.15,False,True,False
TXN-000120,2026-03-10,Client_1001,Subscription,success,6663.7,True,False,False
TXN-000121,2026-01-11,Client_1007,Bills Payment,success,1899.12,True,False,False
TXN-000122,2026-02-03,Client_1007,Bank Transfer,success,3335.77,True,False,False
TXN-000123,2026-04-08,Client_1007,Bank Transfer,success,8336.05,True,False,False
TXN-000124,2026-02-02,Client_1002,Subscription,success,5440.25,True,False,False
TXN-000125,2026-02-14,Client_1004,E-commerce,success,6552.37,True,False,False
TXN-000126,2026-04-07,Client_1001,Bills Payment,success,301.76,True,False,False
TXN-000127,2026-01-20,Client_1004,Bills Payment,success,1232.46,True,False,False
TXN-000128,2026-01-28,Client_1008,Bank Transfer,success,1761.11,True,False,False
TXN-000129,2026-03-19,Client_1002,Bills Payment,refunded,1170.18,False,False,True
TXN-000130,2026-01-04,Client_1005,Retail,success,9585.91,True,False,False
TXN-000131,2026-02-20,Client_1004,E-commerce,success,8322.66,True,False,False
TXN-000132,2026-02-01,Client_1002,Bank Transfer,success,6044.07,True,False,False
TXN-000133,2026-01-16,Client_1010,E-commerce,success,4340.94,True,False,False
TXN-000134,2026-02-17,Client_1002,Retail,success,225.26,True,False,False
TXN-000135,2026-02-23,Client_1008,E-commerce,success,3685.66,True,False,False
TXN-000136,2026-04-25,Client_1008,Bills Payment,success,7364.57,True,False,False
TXN-000137,2026-03-25,Client_1005,Retail,success,5427.91,True,False,False
TXN-000138,2026-03-03,Client_1008,Subscription,success,5965.5,True,False,False
TXN-000139,2026-02-11,Client_1004,E-commerce,success,4562.94,True,False,False
TXN-000140,2026-04-07,Client_1008,Retail,success,3851.99,True,False,False
TXN-000141,2026-01-04,Client_1008,Bank Transfer,success,2199.99,True,False,False
TXN-000142,2026-04-13,Client_1005,Bank Transfer,success,6001.93,True,False,False
TXN-000143,2026-04-23,Client_1005,Retail,success,9485.82,True,False,False
TXN-000144,2026-01-11,Client_1004,Subscription,success,7605.83,True,False,False
TXN-000145,2026-03-30,Client_1008,Subscription,success,270.71,True,False,False
TXN-000146,2026-02-07,Client_1004,Subscription,success,3131.44,True,False,False
TXN-000147,2026-03-16,Client_1006,Subscription,success,3503.2,True,False,False
TXN-000148,2026-04-06,Client_1009,Bank Transfer,success,4592.08,True,False,False
TXN-000149,2026-02-09,Client_1005,Bills Payment,success,2006.58,True,False,False
TXN-000150,2026-01-16,Client_1009,Bills Payment,success,7412.19,True,False,False
TXN-000151,2026-02-05,Client_1010,Retail,success,9807.06,True,False,False
TXN-000152,2026-04-17,Client_1004,Bank Transfer,success,1876.47,True,False,False
TXN-000153,2026-01-02,Client_1009,Bills Payment,success,9745.52,True,False,False
TXN-000154,2026-03-12,Client_1005,Bills Payment,success,7552.64,True,False,False
TXN-000155,2026-01-14,Client_1001,Retail,success,4839.27,True,False,False
TXN-000156,2026-02-13,Client_1003,E-commerce,success,8631.06,True,False,False
TXN-000157,2026-01-15,Client_1002,Subscription,success,5812.51,True,False,False
TXN-000158,2026-03-29,Client_1001,Bills Payment,success,5672.11,True,False,False
TXN-000159,2026-02-08,Client_1002,Bills Payment,success,7667.99,True,False,False
TXN-000160,2026-03-19,Client_1010,Retail,success,5273.47,True,False,False
TXN-000161,2026-02-27,Client_1008,Bank Transfer,success,9901.31,True,False,False
TXN-000162,2026-02-09,Client_1010,Retail,success,9605.08,True,False,False
TXN-000163,2026-01-13,Client_1004,Bills Payment,success,903.76,True,False,False
TXN-000164,2026-01-31,Client_1003,Retail,success,126.49,True,False,False
TXN-000165,2026-02-27,Client_1010,Subscription,success,2391.61,True,False,False
TXN-000166,2026-04-01,Client_1005,Subscription,success,2410.9,True,False,False
TXN-000167,2026-02-03,Client_1010,Bills Payment,success,5491.17,True,False,False
TXN-000168,2026-03-24,Client_1003,Bank Transfer,success,806.96,True,False,False
TXN-000169,2026-01-22,Client_1005,Retail,success,5735.15,True,False,False
TXN-000170,2026-02-06,Client_1008,E-commerce,success,3110.5,True,False,False
TXN-000171,2026-02-21,Client_1005,Retail,success,4433.81,True,False,False
TXN-000172,2026-03-18,Client_1001,Subscription,success,6076.77,True,False,False
TXN-000173,2026-01-04,Client_1002,Bills Payment,refunded,8375.99,False,False,True
TXN-000174,2026-03-15,Client_1010,E-commerce,refunded,6755.59,False,False,True
TXN-000175,2026-02-04,Client_1010,E-commerce,success,1834.39,True,False,False
TXN-000176,2026-03-08,Client_1008,Bank Transfer,success,5894.76,True,False,False
TXN-000177,2026-03-23,Client_1008,E-commerce,success,4142.65,True,False,False
TXN-000178,2026-02-11,Client_1002,Bills Payment,success,6967.37,True,False,False
TXN-000179,2026-02-06,Client_1007,Retail,success,971.79,True,False,False
TXN-000180,2026-02-02,Client_1006,E-commerce,refunded,4101.33,False,False,True
TXN-000181,2026-03-07,Client_1001,Retail,success,636.62,True,False,False
TXN-000182,2026-03-08,Client_1006,Retail,success,6291.55,True,False,False
TXN-000183,2026-04-08,Client_1001,Bills Payment,success,1397.03,True,False,False
TXN-000184,2026-02-06,Client_1008,Subscription,success,9734.15,True,False,False
TXN-000185,2026-03-19,Client_1004,Bills Payment,success,235.38,True,False,False
TXN-000186,2026-02-22,Client_1002,Bills Payment,refunded,9138.01,False,False,True
TXN-000187,2026-03-01,Client_1002,Bills Payment,success,7194.37,True,False,False
TXN-000188,2026-03-07,Client_1005,Subscription,success,9804.42,True,False,False
TXN-000189,2026-02-01,Client_1008,Retail,success,1987.04,True,False,False
TXN-000190,2026-03-18,Client_1009,Bills Payment,success,2834.85,True,False,False
TXN-000191,2026-04-12,Client_1007,Bank Transfer,failed,5126.6,False,True,False
TXN-000192,2026-04-16,Client_1001,Bank Transfer,success,8391.01,True,False,False
TXN-000193,2026-03-16,Client_1008,Bills Payment,success,4894.98,True,False,False
TXN-000194,2026-02-12,Client_1009,Retail,success,9335.24,True,False,False
TXN-000195,2026-04-22,Client_1004,Bills Payment,success,2412.27,True,False,False
TXN-000196,2026-04-10,Client_1007,E-commerce,success,4782.46,True,False,False
TXN-000197,2026-04-27,Client_1007,Subscription,refunded,7944.7,False,False,True
TXN-000198,2026-03-25,Client_1003,Subscription,refunded,1349.84,False,False,True
TXN-000199,2026-03-17,Client_1006,E-commerce,success,4459.03,True,False,False
TXN-000200,2026-03-09,Client_1008,E-commerce,success,4158.79,True,False,False
TXN-000201,2026-03-25,Client_1003,E-commerce,success,9695.12,True,False,False
TXN-000202,2026-02-13,Client_1010,Subscription,success,8532.48,True,False,False
TXN-000203,2026-04-20,Client_1009,Subscription,failed,6305.31,False,True,False
TXN-000204,2026-04-24,Client_1008,Retail,success,777.37,True,False,False
TXN-000205,2026-03-22,Client_1005,Bills Payment,success,4396.32,True,False,False
TXN-000206,2026-01-13,Client_1002,Subscription,success,3064.71,True,False,False
TXN-000207,2026-01-04,Client_1001,Bank Transfer,success,3004.34,True,False,False
TXN-000208,2026-02-17,Client_1007,Bills Payment,success,4179.31,True,False,False
TXN-000209,2026-03-29,Client_1003,Bills Payment,success,6133.97,True,False,False
TXN-000210,2026-02-18,Client_1010,Bills Payment,success,5873.26,True,False,False
TXN-000211,2026-01-30,Client_1008,Bank Transfer,success,6701.72,True,False,False
TXN-000212,2026-04-26,Client_1008,Bank Transfer,success,1663.96,True,False,False
TXN-000213,2026-02-26,Client_1006,Retail,success,9624.09,True,False,False
TXN-000214,2026-03-30,Client_1005,Subscription,success,2072.25,True,False,False
TXN-000215,2026-02-19,Client_1008,E-commerce,success,5762.03,True,False,False
TXN-000216,2026-03-15,Client_1005,Bank Transfer,success,8317.37,True,False,False
TXN-000217,2026-02-20,Client_1005,E-commerce,success,6889.41,True,False,False
TXN-000218,2026-04-06,Client_1001,Retail,success,8345.11,True,False,False
TXN-000219,2026-04-26,Client_1005,Bills Payment,success,3587.98,True,False,False
TXN-000220,2026-03-23,Client_1004,Retail,success,7580.22,True,False,False
TXN-000221,2026-04-09,Client_1003,E-commerce,failed,6498.77,False,True,False
TXN-000222,2026-02-09,Client_1008,E-commerce,success,7350.36,True,False,False
TXN-000223,2026-01-12,Client_1005,Bank Transfer,success,1838.84,True,False,False
TXN-000224,2026-01-17,Client_1009,Bank Transfer,success,9143.52,True,False,False
TXN-000225,2026-04-17,Client_1003,Bank Transfer,failed,9447.46,False,True,False
TXN-000226,2026-04-14,Client_1005,Bank Transfer,success,4736.48,True,False,False
TXN-000227,2026-01-10,Client_1003,Bills Payment,success,7269.75,True,False,False
TXN-000228,2026-02-20,Client_1009,Bank Transfer,success,4006.29,True,False,False
TXN-000229,2026-02-03,Client_1009,E-commerce,success,6761.0,True,False,False
TXN-000230,2026-03-28,Client_1005,Retail,success,6421.64,True,False,False
TXN-000231,2026-02-17,Client_1002,Bills Payment,success,6233.51,True,False,False
TXN-000232,2026-03-13,Client_1006,Retail,success,725.85,True,False,False
TXN-000233,2026-04-16,Client_1008,Bank Transfer,success,1255.09,True,False,False
TXN-000234,2026-01-06,Client_1001,Bank Transfer,refunded,1249.59,False,False,True
TXN-000235,2026-01-31,Client_1009,Bills Payment,success,3773.01,True,False,False
TXN-000236,2026-04-06,Client_1009,Subscription,success,7293.33,True,False,False
TXN-000237,2026-04-24,Client_1007,E-commerce,success,6194.96,True,False,False
TXN-000238,2026-02-05,Client_1001,Bank Transfer,success,4502.49,True,False,False
TXN-000239,2026-01-31,Client_1006,E-commerce,refunded,3736.62,False,False,True
TXN-000240,2026-04-26,Client_1006,E-commerce,success,1979.1,True,False,False
TXN-000241,2026-01-16,Client_1008,E-commerce,success,6452.87,True,False,False
TXN-000242,2026-03-18,Client_1001,E-commerce,success,2511.33,True,False,False
TXN-000243,2026-01-17,Client_1010,Bills Payment,success,7675.06,True,False,False
TXN-000244,2026-01-27,Client_1010,Bills Payment,success,2406.69,True,False,False
TXN-000245,2026-04-10,Client_1003,Retail,success,8598.22,True,False,False
TXN-000246,2026-01-19,Client_1003,Retail,success,1827.52,True,False,False
TXN-000247,2026-03-26,Client_1001,Bills Payment,success,7920.85,True,False,False
TXN-000248,2026-01-31,Client_1010,Bank Transfer,success,2727.14,True,False,False
TXN-000249,2026-01-17,Client_1007,Retail,success,729.22,True,False,False
TXN-000250,2026-02-27,Client_1006,Retail,success,4574.85,True,False,False
TXN-000251,2026-01-29,Client_1010,E-commerce,success,9096.64,True,False,False
TXN-000252,2026-03-26,Client_1009,Bank Transfer,success,9643.86,True,False,False
TXN-000253,2026-01-08,Client_1008,Subscription,success,1168.82,True,False,False
TXN-000254,2026-04-02,Client_1008,E-commerce,failed,3288.91,False,True,False
TXN-000255,2026-01-19,Client_1002,Bills Payment,success,6367.46,True,False,False
TXN-000256,2026-03-12,Client_1006,Subscription,refunded,5352.51,False,False,True
TXN-000257,2026-02-28,Client_1009,Retail,success,7951.65,True,False,False
TXN-000258,2026-01-15,Client_1009,Bills Payment,success,8892.1,True,False,False
TXN-000259,2026-02-22,Client_1006,Subscription,success,7323.16,True,False,False
TXN-000260,2026-02-10,Client_1007,Bank Transfer,success,3805.58,True,False,False
TXN-000261,2026-01-20,Client_1008,E-commerce,success,945.11,True,False,False
TXN-000262,2026-02-25,Client_1002,Bank Transfer,success,5608.07,True,False,False
TXN-000263,2026-03-17,Client_1009,Retail,success,1310.09,True,False,False
TXN-000264,2026-02-15,Client_1007,E-commerce,refunded,6044.06,False,False,True
TXN-000265,2026-02-15,Client_1002,Retail,success,1631.83,True,False,False
TXN-000266,2026-03-03,Client_1004,E-commerce,success,5607.03,True,False,False
TXN-000267,2026-01-15,Client_1005,Retail,success,4348.21,True,False,False
TXN-000268,2026-03-13,Client_1010,Retail,success,5611.72,True,False,False
TXN-000269,2026-03-19,Client_1005,E-commerce,success,7056.72,True,False,False
TXN-000270,2026-02-09,Client_1006,Bank Transfer,success,8711.64,True,False,False
TXN-000271,2026-03-14,Client_1007,E-commerce,success,6368.4,True,False,False
TXN-000272,2026-01-04,Client_1002,Retail,success,4256.34,True,False,False
TXN-000273,2026-02-13,Client_1003,Bank Transfer,success,3311.39,True,False,False
TXN-000274,2026-03-14,Client_1010,E-commerce,failed,1640.24,False,True,False
TXN-000275,2026-04-07,Client_1010,E-commerce,success,2793.82,True,False,False
TXN-000276,2026-03-26,Client_1007,Subscription,success,4200.42,True,False,False
TXN-000277,2026-01-28,Client_1009,E-commerce,success,1197.81,True,False,False
TXN-000278,2026-03-28,Client_1010,Subscription,success,3153.35,True,False,False
TXN-000279,2026-01-29,Client_1007,Retail,success,2123.79,True,False,False
TXN-000280,2026-01-28,Client_1003,Bank Transfer,success,1287.85,True,False,False
TXN-000281,2026-03-05,Client_1007,Bills Payment,success,5372.57,True,False,False
TXN-000282,2026-01-30,Client_1009,Retail,success,8081.38,True,False,False
TXN-000283,2026-01-10,Client_1007,E-commerce,success,4651.57,True,False,False
TXN-000284,2026-01-10,Client_1006,Retail,success,4103.79,True,False,False
TXN-000285,2026-03-23,Client_1007,Bank Transfer,success,306.48,True,False,False
TXN-000286,2026-02-11,Client_1003,Retail,success,6927.14,True,False,False
TXN-000287,2026-02-16,Client_1002,Subscription,success,2508.83,True,False,False
TXN-000288,2026-03-17,Client_1007,Retail,success,8718.19,True,False,False
TXN-000289,2026-04-06,Client_1006,Bills Payment,success,1764.51,True,False,False
TXN-000290,2026-03-07,Client_1002,Retail,success,9068.64,True,False,False
TXN-000291,2026-02-14,Client_1006,Bills Payment,success,1549.8,True,False,False
TXN-000292,2026-01-26,Client_1003,Retail,success,7615.61,True,False,False
TXN-000293,2026-01-10,Client_1003,Subscription,success,5680.98,True,False,False
TXN-000294,2026-03-16,Client_1008,Retail,success,9866.67,True,False,False
TXN-000295,2026-02-11,Client_1006,Bills Payment,success,4742.32,True,False,False
TXN-000296,2026-03-22,Client_1005,Bank Transfer,success,3584.23,True,False,False
TXN-000297,2026-01-10,Client_1005,Subscription,success,663.21,True,False,False
TXN-000298,2026-04-17,Client_1005,E-commerce,success,9775.95,True,False,False
TXN-000299,2026-01-12,Client_1010,Retail,success,4680.85,True,False,False
TXN-000300,2026-03-12,Client_1001,Subscription,failed,5759.4,False,True,False
TXN-000301,2026-01-25,Client_1006,Retail,success,1593.52,True,False,False
TXN-000302,2026-01-08,Client_1008,E-commerce,success,8390.03,True,False,False
TXN-000303,2026-04-02,Client_1002,Retail,success,487.51,True,False,False
TXN-000304,2026-04-01,Client_1008,Subscription,success,6137.07,True,False,False
TXN-000305,2026-02-16,Client_1006,Bank Transfer,success,7767.2,True,False,False
TXN-000306,2026-03-28,Client_1010,E-commerce,success,6508.32,True,False,False
TXN-000307,2026-01-09,Client_1006,E-commerce,success,3926.99,True,False,False
TXN-000308,2026-02-02,Client_1010,Bills Payment,success,5869.12,True,False,False
TXN-000309,2026-01-19,Client_1006,Bank Transfer,refunded,7014.95,False,False,True
TXN-000310,2026-02-20,Client_1003,Retail,success,938.72,True,False,False
TXN-000311,2026-03-13,Client_1007,Bank Transfer,success,6734.15,True,False,False
TXN-000312,2026-04-17,Client_1009,E-commerce,success,4291.72,True,False,False
TXN-000313,2026-02-16,Client_1001,Bank Transfer,success,9516.58,True,False,False
TXN-000314,2026-02-13,Client_1008,Bills Payment,success,1461.9,True,False,False
TXN-000315,2026-01-10,Client_1005,E-commerce,success,5443.73,True,False,False
TXN-000316,2026-04-05,Client_1009,E-commerce,success,8776.29,True,False,False
TXN-000317,2026-03-21,Client_1003,Retail,success,1706.25,True,False,False
TXN-000318,2026-04-17,Client_1010,Bills Payment,success,532.56,True,False,False
TXN-000319,2026-02-16,Client_1004,Subscription,success,7548.67,True,False,False
TXN-000320,2026-04-11,Client_1008,Bills Payment,success,3163.73,True,False,False
TXN-000321,2026-04-14,Client_1008,Bills Payment,success,9476.59,True,False,False
TXN-000322,2026-02-26,Client_1008,Bank Transfer,success,5078.78,True,False,False
TXN-000323,2026-02-23,Client_1003,Bills Payment,success,1470.15,True,False,False
TXN-000324,2026-02-02,Client_1001,Subscription,success,5589.95,True,False,False
TXN-000325,2026-01-14,Client_1009,E-commerce,success,7654.86,True,False,False
TXN-000326,2026-02-04,Client_1008,Retail,success,4430.98,True,False,False
TXN-000327,2026-04-27,Client_1004,Subscription,failed,9311.67,False,True,False
TXN-000328,2026-02-23,Client_1001,Subscription,success,2434.2,True,False,False
TXN-000329,2026-01-11,Client_1006,Bills Payment,success,9315.18,True,False,False
TXN-000330,2026-04-18,Client_1006,Bills Payment,success,2940.11,True,False,False
TXN-000331,2026-04-17,Client_1008,Bills Payment,success,4744.19,True,False,False
TXN-000332,2026-03-20,Client_1001,E-commerce,success,2234.98,True,False,False
TXN-000333,2026-01-20,Client_1009,Retail,success,1200.75,True,False,False
TXN-000334,2026-02-06,Client_1004,Bank Transfer,success,2460.55,True,False,False
TXN-000335,2026-03-23,Client_1010,Subscription,success,8383.21,True,False,False
TXN-000336,2026-03-05,Client_1010,Retail,success,5202.22,True,False,False
TXN-000337,2026-01-31,Client_1003,Bank Transfer,success,6186.61,True,False,False
TXN-000338,2026-01-31,Client_1010,Subscription,success,6715.33,True,False,False
TXN-000339,2026-03-09,Client_1006,E-commerce,failed,5486.41,False,True,False
TXN-000340,2026-04-11,Client_1009,Retail,success,8745.98,True,False,False
TXN-000341,2026-01-06,Client_1007,Bank Transfer,success,260.8,True,False,False
TXN-000342,2026-04-11,Client_1002,Bank Transfer,success,6605.33,True,False,False
TXN-000343,2026-01-14,Client_1010,Bank Transfer,success,3587.76,True,False,False
TXN-000344,2026-02-13,Client_1003,Subscription,refunded,4837.46,False,False,True
TXN-000345,2026-01-24,Client_1003,E-commerce,success,9441.69,True,False,False
TXN-000346,2026-01-05,Client_1005,Bills Payment,success,2074.75,True,False,False
TXN-000347,2026-01-06,Client_1006,Bank Transfer,success,9892.31,True,False,False
TXN-000348,2026-03-11,Client_1008,Bank Transfer,success,6504.31,True,False,False
TXN-000349,2026-02-06,Client_1006,E-commerce,success,3386.05,True,False,False
TXN-000350,2026-01-16,Client_1006,Subscription,failed,7458.75,False,True,False
TXN-000351,2026-04-25,Client_1007,Bank Transfer,refunded,5012.41,False,False,True
TXN-000352,2026-03-05,Client_1006,Retail,success,917.85,True,False,False
TXN-000353,2026-02-24,Client_1002,Subscription,success,8241.18,True,False,False
TXN-000354,2026-03-11,Client_1005,Bank Transfer,success,3346.41,True,False,False
TXN-000355,2026-02-07,Client_1005,Subscription,success,4318.55,True,False,False
TXN-000356,2026-03-30,Client_1008,Bank Transfer,success,7295.46,True,False,False
