transaction_id,transaction_date,client_id,category,status,amount
TXN-000286,2026-02-11,Client_1003,Retail,success,6927.14
TXN-000287,2026-02-16,Client_1002,Subscription,success,2508.83
TXN-000288,2026-03-17,Client_1007,Retail,success,8718.19
TXN-000289,2026-04-06,Client_1006,Bills Payment,success,1764.51
TXN-000290,2026-03-07,Client_1002,Retail,success,9068.64
TXN-000291,2026-02-14,Client_1006,Bills Payment,success,1549.8
TXN-000292,2026-01-26,Client_1003,Retail,success,7615.61
TXN-000293,2026-01-10,Client_1003,Subscription,success,5680.98
TXN-000294,2026-03-16,Client_1008,Retail,success,9866.67
TXN-000295,2026-02-11,Client_1006,Bills Payment,success,4742.32
TXN-000296,2026-03-22,Client_1005,Bank Transfer,success,3584.23
TXN-000297,2026-01-10,Client_1005,Subscription,success,663.21
TXN-000298,2026-04-17,Client_1005,E-commerce,success,9775.95
TXN-000299,2026-01-12,Client_1010,Retail,success,4680.85
TXN-000300,2026-03-12,Client_1001,Subscription,failed,5759.4
TXN-000301,2026-01-25,Client_1006,Retail,success,1593.52
TXN-000302,2026-01-08,Client_1008,E-commerce,success,8390.03
TXN-000303,2026-04-02,Client_1002,Retail,success,487.51
TXN-000304,2026-04-01,Client_1008,Subscription,success,6137.07
TXN-000305,2026-02-16,Client_1006,Bank Transfer,success,7767.2
TXN-000306,2026-03-28,Client_1010,E-commerce,success,6508.32
TXN-000307,2026-01-09,Client_1006,E-commerce,success,3926.99
TXN-000308,2026-02-02,Client_1010,Bills Payment,success,5869.12
TXN-000309,2026-01-19,Client_1006,Bank Transfer,refunded,7014.95
TXN-000310,2026-02-20,Client_1003,Retail,success,938.72
TXN-000311,2026-03-13,Client_1007,Bank Transfer,success,6734.15
TXN-000312,2026-04-17,Client_1009,E-commerce,success,4291.72
TXN-000313,2026-02-16,Client_1001,Bank Transfer,success,9516.58
TXN-000314,2026-02-13,Client_1008,Bills Payment,success,1461.9
TXN-000315,2026-01-10,Client_1005,E-commerce,success,5443.73
TXN-000316,2026-04-05,Client_1009,E-commerce,success,8776.29
TXN-000317,2026-03-21,Client_1003,Retail,success,1706.25
TXN-000318,2026-04-17,Client_1010,Bills Payment,success,532.56
TXN-000319,2026-02-16,Client_1004,Subscription,success,7548.67
TXN-000320,2026-04-11,Client_1008,Bills Payment,success,3163.73
TXN-000321,2026-04-14,Client_1008,Bills Payment,success,9476.59
TXN-000322,2026-02-26,Client_1008,Bank Transfer,success,5078.78
TXN-000323,2026-02-23,Client_1003,Bills Payment,success,1470.15
TXN-000324,2026-02-02,Client_1001,Subscription,success,5589.95
TXN-000325,2026-01-14,Client_1009,E-commerce,success,7654.86
TXN-000326,2026-02-04,Client_1008,Retail,success,4430.98
TXN-000327,2026-04-27,Client_1004,Subscription,failed,9311.67
TXN-000328,2026-02-23,Client_1001,Subscription,success,2434.2
TXN-000329,2026-01-11,Client_1006,Bills Payment,success,9315.18
TXN-000330,2026-04-18,Client_1006,Bills Payment,success,2940.11
TXN-000331,2026-04-17,Client_1008,Bills Payment,success,4744.19
TXN-000332,2026-03-20,Client_1001,E-commerce,success,2234.98
TXN-000333,2026-01-20,Client_1009,Retail,success,1200.75
TXN-000334,2026-02-06,Client_1004,Bank Transfer,success,2460.55
TXN-000335,2026-03-23,Client_1010,Subscription,success,8383.21
TXN-000336,2026-03-05,Client_1010,Retail,success,5202.22
TXN-000337,2026-01-31,Client_1003,Bank Transfer,success,6186.61
TXN-000338,2026-01-31,Client_1010,Subscription,success,6715.33
TXN-000339,2026-03-09,Client_1006,E-commerce,failed,5486.41
TXN-000340,2026-04-11,Client_1009,Retail,success,8745.98
TXN-000341,2026-01-06,Client_1007,Bank Transfer,success,260.8
TXN-000342,2026-04-11,Client_1002,Bank Transfer,success,6605.33
TXN-000343,2026-01-14,Client_1010,Bank Transfer,success,3587.76
TXN-000344,2026-02-13,Client_1003,Subscription,refunded,4837.46
TXN-000345,2026-01-24,Client_1003,E-commerce,success,9441.69
TXN-000346,2026-01-05,Client_1005,Bills Payment,success,2074.75
TXN-000347,2026-01-06,Client_1006,Bank Transfer,success,9892.31
TXN-000348,2026-03-11,Client_1008,Bank Transfer,success,6504.31
TXN-000349,2026-02-06,Client_1006,E-commerce,success,3386.05
TXN-000350,2026-01-16,Client_1006,Subscription,failed,7458.75
TXN-000351,2026-04-25,Client_1007,Bank Transfer,refunded,5012.41
TXN-000352,2026-03-05,Client_1006,Retail,success,917.85
TXN-000353,2026-02-24,Client_1002,Subscription,success,8241.18
TXN-000354,2026-03-11,Client_1005,Bank Transfer,success,3346.41
TXN-000355,2026-02-07,Client_1005,Subscription,success,4318.55
TXN-000356,2026-03-30,Client_1008,Bank Transfer,success,7295.46
TXN-000357,2026-04-27,Client_1006,Retail,refunded,2818.1
TXN-000358,2026-04-12,Client_1001,E-commerce,success,4121.48
TXN-000359,2026-03-07,Client_1003,E-commerce,success,6114.97
TXN-000360,2026-04-11,Client_1008,E-commerce,success,2436.35
TXN-000361,2026-03-24,Client_1006,Bank Transfer,success,5715.72
TXN-000362,2026-03-19,Client_1003,Subscription,failed,3782.93
TXN-000363,2026-04-08,Client_1002,Retail,success,3732.8
TXN-000364,2026-02-10,Client_1005,Bills Payment,refunded,356.54
TXN-000365,2026-01-24,Client_1008,Retail,success,5660.56
TXN-000366,2026-02-03,Client_1005,Subscription,success,6157.58
TXN-000367,2026-03-30,Client_1008,Bills Payment,success,8542.98
TXN-000368,2026-02-27,Client_1003,Subscription,refunded,8124.08
TXN-000369,2026-04-19,Client_1006,Bank Transfer,success,5544.97
TXN-000370,2026-02-07,Client_1005,Bills Payment,success,9280.51
TXN-000371,2026-03-23,Client_1003,Bank Transfer,success,1301.49
TXN-000372,2026-01-26,Client_1003,Bills Payment,success,360.21
TXN-000373,2026-03-12,Client_1010,Bank Transfer,success,9831.82
TXN-000374,2026-01-17,Client_1010,E-commerce,success,4041.78
TXN-000375,2026-04-02,Client_1008,Retail,success,4153.39
TXN-000376,2026-03-15,Client_1002,Bills Payment,refunded,6459.15
TXN-000377,2026-02-27,Client_1008,Retail,success,8791.81
TXN-000378,2026-04-10,Client_1009,Retail,success,9666.02
TXN-000379,2026-02-25,Client_1009,E-commerce,success,5229.21
TXN-000380,2026-02-08,Client_1003,Bills Payment,success,7122.39
TXN-000381,2026-02-14,Client_1009,Bank Transfer,success,2580.99
TXN-000382,2026-03-23,Client_1009,Bank Transfer,success,3097.96
TXN-000383,2026-03-10,Client_1002,Retail,success,5958.9
TXN-000384,2026-03-16,Client_1003,Bills Payment,success,7234.26
TXN-000385,2026-03-19,Client_1006,Retail,success,8651.43
TXN-000386,2026-01-11,Client_1001,Retail,success,2187.0
TXN-000387,2026-03-15,Client_1007,Retail,success,5030.58
TXN-000388,2026-03-22,Client_1009,Bank Transfer,success,3090.73
TXN-000389,2026-02-01,Client_1007,Bank Transfer,success,6917.27
TXN-000390,2026-01-21,Client_1008,Subscription,success,2119.83
TXN-000391,2026-03-19,Client_1003,Bank Transfer,success,3261.23
TXN-000392,2026-04-21,Client_1006,Subscription,success,3768.35
TXN-000393,2026-03-13,Client_1002,Bank Transfer,success,1312.97
TXN-000394,2026-02-27,Client_1004,Bills Payment,success,2973.1
TXN-000395,2026-02-19,Client_1010,Subscription,success,8666.54
TXN-000396,2026-01-21,Client_1006,Retail,success,1979.36
TXN-000397,2026-01-21,Client_1008,Retail,success,8802.85
TXN-000398,2026-03-05,Client_1001,E-commerce,failed,5103.9
TXN-000399,2026-01-31,Client_1004,Retail,success,600.35
TXN-000400,2026-03-05,Client_1010,Subscription,success,180.96
TXN-000401,2026-01-14,Client_1007,Bills Payment,failed,7302.33
TXN-000402,2026-04-08,Client_1007,Bank Transfer,success,606.46
TXN-000403,2026-03-13,Client_1004,Bank Transfer,success,827.96
TXN-000404,2026-03-06,Client_1008,Retail,success,9892.0
TXN-000405,2026-03-29,Client_1010,E-commerce,success,1057.15
TXN-000406,2026-02-17,Client_1006,Retail,failed,7574.16
TXN-000407,2026-01-26,Client_1010,Retail,success,498.52
TXN-000408,2026-01-05,Client_1003,Bank Transfer,success,5241.39
TXN-000409,2026-01-20,Client_1010,Retail,success,9320.55
TXN-000410,2026-02-10,Client_1003,Subscription,refunded,7419.26
TXN-000411,2026-02-08,Client_1010,Bank Transfer,success,5146.17
TXN-000412,2026-03-04,Client_1010,Bank Transfer,success,264.71
TXN-000413,2026-02-12,Client_1002,Subscription,success,7987.87
TXN-000414,2026-04-03,Client_1001,Retail,success,9674.0
TXN-000415,2026-04-11,Client_1010,Retail,success,608.42
TXN-000416,2026-03-03,Client_1003,Retail,success,6235.38
TXN-000417,2026-04-18,Client_1007,Bills Payment,success,2497.75
TXN-000418,2026-03-15,Client_1002,Bills Payment,success,3205.56
TXN-000419,2026-01-20,Client_1007,Bills Payment,success,7772.23
TXN-000420,2026-04-28,Client_1008,E-commerce,success,5234.96
TXN-000421,2026-03-13,Client_1006,Subscription,success,3206.15
TXN-000422,2026-01-23,Client_1008,Retail,success,3607.44
